handle,tweet
realDonaldTrump,"Thank you Georgia!
<hashtag>SuperTuesday <hashtag>Trump2016"
realDonaldTrump,"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice."
HillaryClinton,None of us gets through life alone. We all have to look out for each other and lift each other up.
realDonaldTrump,". <mention> lindseygraham, who had zero in his presidential run before dropping out in disgrace- saying the most horrible things about me on  <mention> FoxNews."
realDonaldTrump,"Thank you  <mention> SenatorFischer! <hashtag>TrumpPence16
<url>"
HillaryClinton,RT this if you're proud to be standing with Hillary tonight. <hashtag>debatenight <url>
HillaryClinton,"""The bottom line is Trump is a risky, reckless, and radical choice, and we can't afford to make that choice."" — <mention> MikeBloomberg"
HillaryClinton,"In America, it doesn’t matter where your parents were born or what color your skin is. We should be judged by words and deeds—not our race."
realDonaldTrump,Great job on  <mention> donlemon tonight  <mention> kayleighmcenany   <mention> cherijacobus begged us for a job. We said no and she went hostile. A real dummy!  <mention> CNN
HillaryClinton,"Donald Trump's business strategy:

It's not about what you can build. It's about how much you can take."
realDonaldTrump,"Great meeting with military spouses in Virginia- joined by  <mention> IvankaTrump,  <mention> LaraLeaTrump,  <mention> GenFlynn &amp;  <mention> MayorRGiuliani. <url>"
realDonaldTrump,""" <mention> JoeNBC: Latest UMass Tracking Poll. NH GOP Trump 35 (+1) Rubio 14 (-1) Cruz 13 (-1) Jeb 10 (+2) Kasich 10 (+2)"""
realDonaldTrump,""" <mention> Bonfiredesigns: Standing with  <mention> realDonaldTrump as he defends our sailors and military and Americans in the USA <url>"""
HillaryClinton,"""We’ll remember the pain of the Mothers of the Movement and fight for a criminal justice system that actually delivers justice.” —Hillary"
realDonaldTrump,I will be interviewed on  <mention> greta tonight at 7pm. Enjoy! <url>
HillaryClinton,Donald Trump has no actual plan to create jobs. <url>
realDonaldTrump,. <mention> pastormarkburns You were great last night and we all very much appreciate it! Thank you!
HillaryClinton,"""I’m running for young people like so many of you who dream of changing our world for the better.” —Hillary"
realDonaldTrump,"Wow, Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!"
HillaryClinton,Let's send Donald Trump—and the world—a clear message. <url>
HillaryClinton,"""As he goes after women, as he goes after literally every group, I'm going to be their voice."" —Hillary on Trump
<url>"
realDonaldTrump,"What a night! 10,000 amazing supporters in Greenville, South Carolina! THANK YOU!
VOTE on Saturday! <hashtag>VoteTrumpSC <url>"
realDonaldTrump,LIVE Stream now: Donald Trump press conference <hashtag>TrumpTrain <hashtag>Trump2016 <url>
realDonaldTrump,""" <mention> stephbewitching  <mention> realDonaldTrump All you haters need to realize Trump got the second highest vote in history. And he's never held office!"""
realDonaldTrump,"<hashtag>Polls showing  <mention> realDonaldTrump surging,  <mention> hillaryclinton <hashtag>slipping, have HER camp on defense/lowering expectations, going into <hashtag>Debates2016"
realDonaldTrump,""" <mention> AmericanAsPie:   <mention> glennbeck  <mention> SarahPalinUSA Remember when Glenn gave out gifts to ILLEGAL ALIENS at crossing the border? Me too!"""
realDonaldTrump,"Join me in Sacramento, California-tomorrow evening  <mention>  7pm! <hashtag>Trump2016
<url>"
realDonaldTrump,". <mention> HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment <hashtag>DebateNight
<url>"
HillaryClinton,"The <hashtag>WomanCard?

Fighting for women's rights is a card we'd play any day.
<url>"
realDonaldTrump,<hashtag>CrookedHillary <url>
realDonaldTrump,"Join me in Dallas, Texas on Thursday!
<hashtag>AmericaFirst <hashtag>Trump2016
<url>"
realDonaldTrump,Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!
HillaryClinton,9. Have you or your campaign discussed U.S.-Russian relations with the Russian billionaires with whom you've done business?
HillaryClinton,Even  <mention> realDonaldTrump's childcare plan gives billionaires w/ a nanny a tax break while millions of low-income households get nothing.
realDonaldTrump,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.
HillaryClinton,"""There is no doubt in my mind that...Hillary Clinton is far and away the best candidate to do that."" — <mention> BernieSanders <url>"
HillaryClinton,"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). <url>"
HillaryClinton,"Detroit's public schools are in crisis, and we need solutions that include teachers and parents: <url>"
realDonaldTrump,"Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit, no problem!"
realDonaldTrump,"I will be doing  <mention> GMA  <mention> GStephanopoulos this morning at around 7:00. Likewise, I will be doing  <mention> Morning_Joe at around 7:00. Figure it out!"
realDonaldTrump,""" <mention> DharmaBum77: Donald Trump loves America! He loves Americans! He loves our Vets! <hashtag>TrumpSupporters  <mention> realDonaldTrump <url>"
HillaryClinton,It's middle-class families that need a raise—not millionaires and billionaires. <url>
HillaryClinton,Let's celebrate Jo Cox's birthday by carrying on her work and her values.  She'll live on through it.  <hashtag>MoreInCommon
HillaryClinton,Happening now: Watch  <mention> BernieSanders address the  <mention> DemConvention → <url>
HillaryClinton,Trump sees no need for a federal floor for the minimum wage. That's only a problem if you live in these states: <url>
HillaryClinton,"The week after 9/11, George W. Bush went to a mosque and declared for everyone to hear that Muslims 'love America just as much as I do.'"
realDonaldTrump,It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!
realDonaldTrump,I will be interviewed by  <mention> jessebwatters on  <mention> oreillyfactor tonight at 8pm. Enjoy!
realDonaldTrump,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!
HillaryClinton,“A man who seeks to sow division in America for his own gain…we simply cannot let that happen as Americans—period.” — <mention> JoeBiden on Trump
realDonaldTrump,Why haven't they released the final Missouri victory for us yet? Could it be because Cruz's guy runs Missouri?
realDonaldTrump,""" <mention> Valdosta_Monkey:  <mention> ChrisCuomo  <mention> realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA <url>"""
realDonaldTrump,Jeff Zucker failed  <mention> NBC and he is now failing  <mention> CNN.
realDonaldTrump,"Under a Trump administration, it's called <hashtag>AmericaFirst! <hashtag>ImWithYou
<url>"
HillaryClinton,Encuentre dónde votar en Nueva York aquí →  <url>
HillaryClinton,"9 times Donald Trump accused Hillary of doing the terrible things he, himself, actually did: <url>"
HillaryClinton,You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. <url>
HillaryClinton,"Civil rights and voting rights.
Workers’ rights and women’s rights.

Let's defend them all.
<url>"
HillaryClinton,"Today, we'll hear Trump talk about our veterans.

Our new ad on what they've been hearing from Trump for months: <url>"
HillaryClinton,". <mention> TimKaine takes the mic in the latest episode of With Her, the official campaign podcast. Subscribe &amp; listen here: <url>"
realDonaldTrump,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?"
realDonaldTrump,". <mention> oreillyfactor  Please correct, I WON Virginia!"
HillaryClinton,"Increíble.
<url>"
realDonaldTrump,I won every poll from last nights Presidential Debate - except for the little watched  <mention> CNN poll.
realDonaldTrump,"Thank you Richmond, Virginia!
<hashtag>Trump2016 <url>"
realDonaldTrump,""" <mention> NeilTurner_:  <mention> realDonaldTrump Cruz &amp; Rubio are scared! WATCH -&gt; <url>"""
realDonaldTrump,Don’t like  <mention> SamuelLJackson’s golf swing.  Not athletic. I’ve won many club championships. Play him for charity!
HillaryClinton,"Last night's <hashtag>RNCinCLE theme: ""Make America Work* Again""

*Instructions not included <url>"
HillaryClinton,". <mention> realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division."
realDonaldTrump,So many veterans groups are beyond happy with all of the money I raised/gave! It was my great honor - they do an amazing job.
realDonaldTrump,Love the people of South Carolina - look very much forward to the debate tonight.
realDonaldTrump,"Appreciate the congrats for being right on radical Islamic terrorism, I don't want congrats, I want toughness &amp; vigilance. We must be smart!"
HillaryClinton,"“What I’ve laid out is a path forward that will keep us safer...and go after the terrorists to finally destroy them"" <url>"
realDonaldTrump,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!"
HillaryClinton,"Love this.

"" <mention> HillaryClinton has spent her life fighting for children—here are 8 ways she’s changed their lives.""

<url>"
HillaryClinton,"When Trump had to make an $18 million interest payment, his dad had to bail him out by buying $3 million in chips: <url>"
HillaryClinton,"""Middle-class families fighting to give your kids a better life: Democrats stand in your corner."" — <mention> SenatorReid <hashtag>DemsInPhilly"
realDonaldTrump,"Join me tomorrow in Plymouth, New Hampshire! <hashtag>FITN <hashtag>NHPrimary
<url>"
HillaryClinton,"""In my first 100 days…I will introduce comprehensive immigration reform with a path to citizenship.” —Hillary: <url>"
realDonaldTrump,Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!
realDonaldTrump,""" <mention> ChJLuc91:  <mention> YomasterJon  <mention> RichardTBurnett  Scary how smoothly Cruz looks into the camera and lies about Trump, CANT be <hashtag>POTUS! <hashtag>Trump2016"""
HillaryClinton,We can only confront a challenge like Zika when we come together. It's time for Republicans to fund this fight: <url>
realDonaldTrump,Thank you! <hashtag>TrumpPence16 <url>
realDonaldTrump,""" <mention> gene70:  <mention> realDonaldTrump The Real Person Of The Year! <url>!"
HillaryClinton,"""I get along with everybody."" — <mention> realDonaldTrump

About that...
<url>"
